voca_type,unique_id,day,day_no,word,meaning,english_meaning,pos,theme,theme_ko,priority_score,priority_band,rating,example,translation,paraphrase,paraphrase_translation,question,question_ko,collocation,collocations_json,collocations_ko_json,synonym_used,synonyms_json,phrase,memory_ko,icon,background,original_day,original_no,dataset_version,app_ready,QC2_Status,QC2_Score,QC2_Grade,pattern_recommended,pattern_ko_recommended,QC_Score,QC_Grade,QC_Issues,QC_Status,pattern_candidate_1,pattern_ko_candidate_1,pattern_candidate_2,pattern_ko_candidate_2,pattern_candidate_3,pattern_ko_candidate_3,generation_task,pattern_category,generation_word_sense,generation_context,generation_length_target,generation_structure,QC2_Issue,practice_sentence_ids,practice_sentences_en,practice_sentences_ko,practice_sentence_types,practice_situations,practice_review_words,record_type,practice_id,practice_order,practice_type,practice_situation,practice_sentence_en,practice_sentence_ko,practice_target_words,practice_target_word_meanings,practice_target_patterns,practice_pattern_meanings,practice_opic_level,practice_active,practice_extra_patterns,practice_extra_pattern_meanings,practice_extra_pattern_surfaces,practice_target_word_ko_surfaces,practice_target_pattern_ko_surfaces,practice_extra_pattern_ko_surfaces,practice_target_pattern_ko_segments,practice_extra_pattern_ko_segments,practice_patterns
MY_CLASS,MC_L02_C08,0,8,"In face-to-face meetings, I can rely on visual cues like facial expressions and gestures.",대면 회의에서는 표정과 제스처 같은 시각적 단서를 활용할 수 있다.,,,MY CLASS 02,8월 13일 영어수업 핵심 교정,100,Focus,,"In face-to-face meetings, I can rely on visual cues like facial expressions and gestures.",대면 회의에서는 표정과 제스처 같은 시각적 단서를 활용할 수 있다.,,,,,,,,,,,,,,,,MY_CLASS_02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_C08,8,correction,Lesson 2 correction,"In face-to-face meetings, I can rely on visual cues like facial expressions and gestures.",대면 회의에서는 표정과 제스처 같은 시각적 단서를 활용할 수 있다.,,,visual cues / facial expressions / gestures를 묶어 익힌다.,시각적 단서를 활용하다,AL,1,,,,,,,,,rely on visual cues
MY_CLASS,MC_L02_C09,0,9,I can remember the dream in vivid detail.,꿈의 세부 내용을 생생하게 기억할 수 있다.,,,MY CLASS 02,8월 13일 영어수업 핵심 교정,100,Focus,,I can remember the dream in vivid detail.,꿈의 세부 내용을 생생하게 기억할 수 있다.,,,,,,,,,,,,,,,,MY_CLASS_02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_C09,9,correction,Lesson 2 correction,I can remember the dream in vivid detail.,꿈의 세부 내용을 생생하게 기억할 수 있다.,,,detailedly보다 in vivid detail이 자연스럽다.,꿈의 세부 내용을 생생하게 기억할 수 있다.,AL,1,,,,,,,,,
MY_CLASS,MC_L02_C10,0,10,"I know I had a dream, but it's all a blur now.",꿈을 꿨다는 건 알지만 지금은 전부 흐릿하다.,,,MY CLASS 02,8월 13일 영어수업 핵심 교정,100,Focus,,"I know I had a dream, but it's all a blur now.",꿈을 꿨다는 건 알지만 지금은 전부 흐릿하다.,,,,,,,,,,,,,,,,MY_CLASS_02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_C10,10,correction,Lesson 2 correction,"I know I had a dream, but it's all a blur now.",꿈을 꿨다는 건 알지만 지금은 전부 흐릿하다.,,,it's all a blur = 기억이 흐릿하고 잘 떠오르지 않는다.,꿈을 꿨다는 건 알지만 지금은 전부 흐릿하다.,AL,1,,,,,,,,,
MY_CLASS,MC_L02_C11,0,11,My sleep schedule is really out of whack these days.,요즘 내 수면 패턴이 완전히 엉망이다.,,,MY CLASS 02,8월 13일 영어수업 핵심 교정,100,Focus,,My sleep schedule is really out of whack these days.,요즘 내 수면 패턴이 완전히 엉망이다.,,,,,,,,,,,,,,,,MY_CLASS_02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_C11,11,correction,Lesson 2 correction,My sleep schedule is really out of whack these days.,요즘 내 수면 패턴이 완전히 엉망이다.,,,out of whack = 정상적이지 않거나 균형이 깨진 상태.,"정상적이지 않은, 균형이 깨진",AL,1,,,,,,,,,out of whack
MY_CLASS,MC_L02_C12,0,12,I sometimes wake up around 2 a.m. and have trouble falling back asleep.,나는 가끔 새벽 2시쯤 깨서 다시 잠드는 데 어려움을 겪는다.,,,MY CLASS 02,8월 13일 영어수업 핵심 교정,100,Focus,,I sometimes wake up around 2 a.m. and have trouble falling back asleep.,나는 가끔 새벽 2시쯤 깨서 다시 잠드는 데 어려움을 겪는다.,,,,,,,,,,,,,,,,MY_CLASS_02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_C12,12,correction,Lesson 2 correction,I sometimes wake up around 2 a.m. and have trouble falling back asleep.,나는 가끔 새벽 2시쯤 깨서 다시 잠드는 데 어려움을 겪는다.,,,have trouble + ~ing. fall back asleep = 다시 잠들다.,~하는 데 어려움을 겪다 | 다시 잠들다,AL,1,,,,,,,,,have trouble ~ing | fall back asleep
MY_CLASS,MC_L02_C13,0,13,One of my team members had a serious conflict with several coworkers.,그 팀원은 몇몇 동료들과 심각한 갈등을 겪었다.,,,MY CLASS 02,8월 13일 영어수업 핵심 교정,100,Focus,,One of my team members had a serious conflict with several coworkers.,그 팀원은 몇몇 동료들과 심각한 갈등을 겪었다.,,,,,,,,,,,,,,,,MY_CLASS_02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_C13,13,correction,Lesson 2 correction,One of my team members had a serious conflict with several coworkers.,그 팀원은 몇몇 동료들과 심각한 갈등을 겪었다.,,,have a conflict with + 사람.,그 팀원은 몇몇 동료들과 심각한 갈등을 겪었다.,AL,1,,,,,,,,,
MY_CLASS,MC_L02_C14,0,14,"At first, he threatened to sue them, but I stepped in and tried to resolve the situation.","처음에는 그가 그들을 고소하겠다고 했지만, 내가 개입해서 상황을 해결하려고 했다.",,,MY CLASS 02,8월 13일 영어수업 핵심 교정,100,Focus,,"At first, he threatened to sue them, but I stepped in and tried to resolve the situation.","처음에는 그가 그들을 고소하겠다고 했지만, 내가 개입해서 상황을 해결하려고 했다.",,,,,,,,,,,,,,,,MY_CLASS_02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_C14,14,correction,Lesson 2 correction,"At first, he threatened to sue them, but I stepped in and tried to resolve the situation.","처음에는 그가 그들을 고소하겠다고 했지만, 내가 개입해서 상황을 해결하려고 했다.",,,threaten to sue / step in / resolve the situation을 한 세트로 익힌다.,개입하다 | 상황을 해결하다,AL,1,,,,,,,,,step in | resolve the situation
MY_CLASS,MC_L02_K01,0,1,go out for drinks,"술을 마시러 나가다, 술자리를 갖다",,,MY CLASS 02,8월 13일 선생님 Native 패턴,100,Focus,,I usually go out for drinks with my coworkers about twice a week.,나는 보통 일주일에 두 번 정도 동료들과 술자리를 갖는다.,,,,,,,,,,go out for drinks,,,,,,MY_CLASS_02,1,,,,go out for drinks,"술을 마시러 나가다, 술자리를 갖다",,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_K01,1,chunk,Lesson 2 native chunk,I usually go out for drinks with my coworkers about twice a week.,나는 보통 일주일에 두 번 정도 동료들과 술자리를 갖는다.,,,go out for drinks,술자리를 갖다,AL,1,,,,,,,,,go out for drinks
MY_CLASS,MC_L02_K02,0,2,end up ~ing,결국 ~하게 되다,,,MY CLASS 02,8월 13일 선생님 Native 패턴,100,Focus,,We often end up having dinner together.,우리는 종종 결국 함께 저녁을 먹게 된다.,,,,,,,,,,end up ~ing,,,,,,MY_CLASS_02,1,,,,end up ~ing,결국 ~하게 되다,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_K02,2,chunk,Lesson 2 native chunk,We often end up having dinner together.,우리는 종종 결국 함께 저녁을 먹게 된다.,,,end up ~ing,결국 ~하게 되다,AL,1,,,,,,,,,end up ~ing
MY_CLASS,MC_L02_K03,0,3,a social drinker,사교적인 자리에서만 술을 마시는 사람,,,MY CLASS 02,8월 13일 선생님 Native 패턴,100,Focus,,I'm basically a social drinker.,나는 기본적으로 사교적인 자리에서만 술을 마시는 편이다.,,,,,,,,,,a social drinker,,,,,,MY_CLASS_02,1,,,,a social drinker,사교적인 자리에서만 술을 마시는 사람,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_K03,3,chunk,Lesson 2 native chunk,I'm basically a social drinker.,나는 기본적으로 사교적인 자리에서만 술을 마시는 편이다.,,,a social drinker,사교적인 자리에서만 술을 마시는 사람,AL,1,,,,,,,,,social drinker
MY_CLASS,MC_L02_K04,0,4,unless it's work-related,업무 관련이 아니라면,,,MY CLASS 02,8월 13일 선생님 Native 패턴,100,Focus,,I rarely drink unless it's work-related.,나는 업무 관련 자리가 아니면 거의 술을 마시지 않는다.,,,,,,,,,,unless it's work-related,,,,,,MY_CLASS_02,1,,,,unless it's work-related,업무 관련이 아니라면,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_K04,4,chunk,Lesson 2 native chunk,I rarely drink unless it's work-related.,나는 업무 관련 자리가 아니면 거의 술을 마시지 않는다.,,,unless it's work-related,업무 관련이 아니라면,AL,1,,,,,,,,,
MY_CLASS,MC_L02_K05,0,5,for the sake of ~ing,"~하기 위해서, ~을 목적으로",,,MY CLASS 02,8월 13일 선생님 Native 패턴,100,Focus,,I mostly drink for the sake of socializing with coworkers.,나는 주로 동료들과 어울리기 위해 술을 마신다.,,,,,,,,,,for the sake of ~ing,,,,,,MY_CLASS_02,1,,,,for the sake of ~ing,"~하기 위해서, ~을 목적으로",,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_K05,5,chunk,Lesson 2 native chunk,I mostly drink for the sake of socializing with coworkers.,나는 주로 동료들과 어울리기 위해 술을 마신다.,,,for the sake of ~ing,"~하기 위해서, ~을 목적으로",AL,1,,,,,,,,,
MY_CLASS,MC_L02_K06,0,6,quit cold turkey,중독성 있는 것을 단번에 완전히 끊다,,,MY CLASS 02,8월 13일 선생님 Native 패턴,100,Focus,,I quit drinking coffee cold turkey over 30 years ago.,나는 30년도 더 전에 커피를 단번에 끊었다.,,,,,,,,,,quit cold turkey,,,,,,MY_CLASS_02,1,,,,quit cold turkey,중독성 있는 것을 단번에 완전히 끊다,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_K06,6,chunk,Lesson 2 native chunk,I quit drinking coffee cold turkey over 30 years ago.,나는 30년도 더 전에 커피를 단번에 끊었다.,,,quit cold turkey,~을 단번에 끊다,AL,1,,,,,,,,,quit ~ cold turkey
MY_CLASS,MC_L02_K07,0,7,I haven't had any ~ since then.,그 이후로 ~을 전혀 하지/먹지 않았다,,,MY CLASS 02,8월 13일 선생님 Native 패턴,100,Focus,,I haven't had any coffee since then.,나는 그 이후로 커피를 한 번도 마시지 않았다.,,,,,,,,,,I haven't had any ~ since then.,,,,,,MY_CLASS_02,1,,,,I haven't had any ~ since then.,그 이후로 ~을 전혀 하지/먹지 않았다,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_K07,7,chunk,Lesson 2 native chunk,I haven't had any coffee since then.,나는 그 이후로 커피를 한 번도 마시지 않았다.,,,I haven't had any ~ since then.,그 이후로 계속 ~하지 않았다,AL,1,,,,,,,,,haven't ~ since then
MY_CLASS,MC_L02_K08,0,8,lead a meeting,"회의를 진행하다, 이끌다",,,MY CLASS 02,8월 13일 선생님 Native 패턴,100,Focus,,My goal is to lead meetings confidently in English.,내 목표는 영어로 회의를 자신 있게 진행하는 것이다.,,,,,,,,,,lead a meeting,,,,,,MY_CLASS_02,1,,,,lead a meeting,"회의를 진행하다, 이끌다",,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_K08,8,chunk,Lesson 2 native chunk,My goal is to lead meetings confidently in English.,내 목표는 영어로 회의를 자신 있게 진행하는 것이다.,,,lead a meeting,회의를 자신 있게 진행하다,AL,1,,,,,,,,,lead meetings confidently
MY_CLASS,MC_L02_K09,0,9,Let me walk you through ~,~을 차례로 설명해 드리겠습니다,,,MY CLASS 02,8월 13일 선생님 Native 패턴,100,Focus,,Let me briefly walk you through today's agenda.,오늘의 안건을 간단히 차례로 설명드리겠습니다.,,,,,,,,,,Let me walk you through ~,,,,,,MY_CLASS_02,1,,,,Let me walk you through ~,~을 차례로 설명해 드리겠습니다,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_K09,9,chunk,Lesson 2 native chunk,Let me briefly walk you through today's agenda.,오늘의 안건을 간단히 차례로 설명드리겠습니다.,,,Let me walk you through ~,~을 차례로 설명해 드리겠습니다,AL,1,,,,,,,,,
MY_CLASS,MC_L02_K10,0,10,Let's move on to ~,~으로 넘어가겠습니다,,,MY CLASS 02,8월 13일 선생님 Native 패턴,100,Focus,,Let's move on to the next topic.,다음 주제로 넘어가겠습니다.,,,,,,,,,,Let's move on to ~,,,,,,MY_CLASS_02,1,,,,Let's move on to ~,~으로 넘어가겠습니다,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_K10,10,chunk,Lesson 2 native chunk,Let's move on to the next topic.,다음 주제로 넘어가겠습니다.,,,Let's move on to ~,~으로 넘어가겠습니다,AL,1,,,,,,,,,
MY_CLASS,MC_L02_K11,0,11,Could you elaborate on that?,그 부분을 좀 더 자세히 설명해 주시겠어요?,,,MY CLASS 02,8월 13일 선생님 Native 패턴,100,Focus,,Could you elaborate on that a little more?,그 부분을 조금만 더 자세히 설명해 주시겠어요?,,,,,,,,,,Could you elaborate on that?,,,,,,MY_CLASS_02,1,,,,Could you elaborate on that?,그 부분을 좀 더 자세히 설명해 주시겠어요?,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_K11,11,chunk,Lesson 2 native chunk,Could you elaborate on that a little more?,그 부분을 조금만 더 자세히 설명해 주시겠어요?,,,Could you elaborate on that?,그 부분을 좀 더 자세히 설명해 주시겠어요?,AL,1,,,,,,,,,
MY_CLASS,MC_L02_K12,0,12,make sure we're on the same page,서로 같은 이해를 하고 있는지 확인하다,,,MY CLASS 02,8월 13일 선생님 Native 패턴,100,Focus,,"Just to make sure we're on the same page, let me summarize the decision.",서로 같은 이해를 하고 있는지 확인하기 위해 결정 내용을 정리해 보겠습니다.,,,,,,,,,,make sure we're on the same page,,,,,,MY_CLASS_02,1,,,,make sure we're on the same page,서로 같은 이해를 하고 있는지 확인하다,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_K12,12,chunk,Lesson 2 native chunk,"Just to make sure we're on the same page, let me summarize the decision.",서로 같은 이해를 하고 있는지 확인하기 위해 결정 내용을 정리해 보겠습니다.,,,make sure we're on the same page,서로 같은 이해를 하고 있는지 확인하다,AL,1,,,,,,,,,
MY_CLASS,MC_L02_K13,0,13,out of whack,"정상이 아닌, 균형이 깨진, 제대로 작동하지 않는",,,MY CLASS 02,8월 13일 선생님 Native 패턴,100,Focus,,My sleep schedule is really out of whack these days.,요즘 내 수면 패턴이 완전히 엉망이다.,,,,,,,,,,out of whack,,,,,,MY_CLASS_02,1,,,,out of whack,"정상이 아닌, 균형이 깨진, 제대로 작동하지 않는",,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_K13,13,chunk,Lesson 2 native chunk,My sleep schedule is really out of whack these days.,요즘 내 수면 패턴이 완전히 엉망이다.,,,out of whack,"정상적이지 않은, 균형이 깨진",AL,1,,,,,,,,,out of whack
MY_CLASS,MC_L02_K14,0,14,burn the candle at both ends,무리하게 너무 많은 일을 하며 쉬지 못하다,,,MY CLASS 02,8월 13일 선생님 Native 패턴,100,Focus,,I've been burning the candle at both ends lately.,나는 요즘 너무 무리해서 일하고 있다.,,,,,,,,,,burn the candle at both ends,,,,,,MY_CLASS_02,1,,,,burn the candle at both ends,무리하게 너무 많은 일을 하며 쉬지 못하다,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_K14,14,chunk,Lesson 2 native chunk,I've been burning the candle at both ends lately.,나는 요즘 너무 무리해서 일하고 있다.,,,burn the candle at both ends,무리하게 일하다,AL,1,,,,,,,,,burn the candle at both ends
MY_CLASS,MC_L02_K15,0,15,in vivid detail,아주 생생하고 자세하게,,,MY CLASS 02,8월 13일 선생님 Native 패턴,100,Focus,,I can still remember the dream in vivid detail.,나는 아직도 그 꿈을 아주 생생하게 기억한다.,,,,,,,,,,in vivid detail,,,,,,MY_CLASS_02,1,,,,in vivid detail,아주 생생하고 자세하게,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_K15,15,chunk,Lesson 2 native chunk,I can still remember the dream in vivid detail.,나는 아직도 그 꿈을 아주 생생하게 기억한다.,,,in vivid detail,아주 생생하고 자세하게,AL,1,,,,,,,,,
MY_CLASS,MC_L02_K16,0,16,It's all a blur.,모든 것이 흐릿하게 기억나다,,,MY CLASS 02,8월 13일 선생님 Native 패턴,100,Focus,,"I know I had a dream, but it's all a blur now.",꿈을 꿨다는 것은 알지만 지금은 기억이 전부 흐릿하다.,,,,,,,,,,It's all a blur.,,,,,,MY_CLASS_02,1,,,,It's all a blur.,모든 것이 흐릿하게 기억나다,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_K16,16,chunk,Lesson 2 native chunk,"I know I had a dream, but it's all a blur now.",꿈을 꿨다는 것은 알지만 지금은 기억이 전부 흐릿하다.,,,It's all a blur.,모든 것이 흐릿하게 기억나다,AL,1,,,,,,,,,
MY_CLASS,MC_L02_K17,0,17,play out in real life,현실에서 실제로 전개되다,,,MY CLASS 02,8월 13일 선생님 Native 패턴,100,Focus,,I once had a dream that seemed to play out in real life.,나는 한 번 현실에서 실제로 일어난 것처럼 보이는 꿈을 꾼 적이 있다.,,,,,,,,,,play out in real life,,,,,,MY_CLASS_02,1,,,,play out in real life,현실에서 실제로 전개되다,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_K17,17,chunk,Lesson 2 native chunk,I once had a dream that seemed to play out in real life.,나는 한 번 현실에서 실제로 일어난 것처럼 보이는 꿈을 꾼 적이 있다.,,,play out in real life,현실에서 실제로 전개되다,AL,1,,,,,,,,,
MY_CLASS,MC_L02_K18,0,18,toss and turn,잠이 안 와 계속 뒤척이다,,,MY CLASS 02,8월 13일 선생님 Native 패턴,100,Focus,,I was tossing and turning all night.,나는 밤새 잠이 안 와 계속 뒤척였다.,,,,,,,,,,toss and turn,,,,,,MY_CLASS_02,1,,,,toss and turn,잠이 안 와 계속 뒤척이다,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_K18,18,chunk,Lesson 2 native chunk,I was tossing and turning all night.,나는 밤새 잠이 안 와 계속 뒤척였다.,,,toss and turn,잠이 안 와 계속 뒤척이다,AL,1,,,,,,,,,
MY_CLASS,MC_L02_K19,0,19,not get a wink of sleep,한숨도 자지 못하다,,,MY CLASS 02,8월 13일 선생님 Native 패턴,100,Focus,,I didn't get a wink of sleep last night.,나는 어젯밤 한숨도 자지 못했다.,,,,,,,,,,not get a wink of sleep,,,,,,MY_CLASS_02,1,,,,not get a wink of sleep,한숨도 자지 못하다,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_K19,19,chunk,Lesson 2 native chunk,I didn't get a wink of sleep last night.,나는 어젯밤 한숨도 자지 못했다.,,,not get a wink of sleep,한숨도 자지 못하다,AL,1,,,,,,,,,
MY_CLASS,MC_L02_K20,0,20,have trouble ~ing,~하는 데 어려움을 겪다,,,MY CLASS 02,8월 13일 선생님 Native 패턴,100,Focus,,I sometimes have trouble falling back asleep.,나는 가끔 다시 잠드는 데 어려움을 겪는다.,,,,,,,,,,have trouble ~ing,,,,,,MY_CLASS_02,1,,,,have trouble ~ing,~하는 데 어려움을 겪다,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_K20,20,chunk,Lesson 2 native chunk,I sometimes have trouble falling back asleep.,나는 가끔 다시 잠드는 데 어려움을 겪는다.,,,have trouble ~ing,~하는 데 어려움을 겪다 | 다시 잠들다,AL,1,,,,,,,,,have trouble ~ing | fall back asleep
MY_CLASS,MC_L02_S01,0,1,Why do you drink with coworkers?,왜 회사 동료들과 술을 마시나요?,,,MY CLASS 02,8월 13일 집중 말하기,100,Focus,,"I'm basically a social drinker. I rarely drink at home, but I sometimes go out for drinks with coworkers because socializing is an important part of work in Korea. If my boss doesn't have dinner plans, a few team leaders, including me, often end up having dinner together. I don't drink because I particularly enjoy alcohol. I mostly do it to build and maintain relationships at work.","나는 기본적으로 사교적인 자리에서만 술을 마시는 편이다. 집에서는 거의 술을 마시지 않지만, 한국에서는 사람들과 어울리는 것이 직장생활의 중요한 부분이기 때문에 가끔 동료들과 술자리를 갖는다. 상사에게 저녁 약속이 없으면 나를 포함한 몇몇 팀장들이 종종 함께 저녁을 먹게 된다. 내가 술 자체를 특별히 좋아해서 마시는 것은 아니다. 주로 직장에서 인간관계를 만들고 유지하기 위해 마신다.",,,Why do you drink with coworkers?,왜 회사 동료들과 술을 마시나요?,,,,,,,,,,,,MY_CLASS_02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_S01,1,speaking,왜 회사 동료들과 술을 마시나요?,"I'm basically a social drinker. I rarely drink at home, but I sometimes go out for drinks with coworkers because socializing is an important part of work in Korea. If my boss doesn't have dinner plans, a few team leaders, including me, often end up having dinner together. I don't drink because I particularly enjoy alcohol. I mostly do it to build and maintain relationships at work.","나는 기본적으로 사교적인 자리에서만 술을 마시는 편이다. 집에서는 거의 술을 마시지 않지만, 한국에서는 사람들과 어울리는 것이 직장생활의 중요한 부분이기 때문에 가끔 동료들과 술자리를 갖는다. 상사에게 저녁 약속이 없으면 나를 포함한 몇몇 팀장들이 종종 함께 저녁을 먹게 된다. 내가 술 자체를 특별히 좋아해서 마시는 것은 아니다. 주로 직장에서 인간관계를 만들고 유지하기 위해 마신다.",,,,사교적인 자리에서만 술을 마시는 사람 | 술자리를 갖다 | 결국 ~하게 되다,AL,1,,,,,,,,,social drinker | go out for drinks | end up ~ing
